filing_date,quarter,symbol,percentage,value,price_before,price_after,price_change_pct,hld_pct_change
2014-11-14,Q3 2014,DATA,1.4,104627,,,,
2015-02-17,Q4 2014,DATA,1.8,152992,,,,46.22611754136121
2015-05-15,Q1 2015,DATA,1.7,156110,,,,2.0380150596109647
2015-08-14,Q2 2015,DATA,2.8,270621,,,,73.35276407661264
2015-11-16,Q3 2015,DATA,2.3,187252,,,,-30.806552337032233
2016-02-16,Q4 2015,DATA,1.8,221144,,,,18.099673167709817
2016-05-16,Q1 2016,DATA,1.1,77429,,,,-64.98706725029845
2022-05-16,Q1 2022,DAVE,0.4,98988,91.83999633789062,83.5199966430664,-9.059233478422536,
2022-08-15,Q2 2022,DAVE,0.0,4351,21.3439998626709,19.93600082397461,-6.596697187759905,-95.60451771931952
2018-05-15,Q1 2018,DBX,0.0,6250,29.959999084472656,30.739999771118164,2.60347366649206,
2018-08-14,Q2 2018,DBX,0.0,6484,29.15999984741211,28.96999931335449,-0.6515793383122371,3.743999999999992
2018-11-14,Q3 2018,DBX,0.0,5366,23.670000076293945,24.600000381469727,3.9290253577447096,-17.24244293645898
2019-02-14,Q4 2018,DBX,0.0,4086,25.450000762939453,25.540000915527344,0.353635166561369,-23.853894893775628
2019-05-15,Q1 2019,DBX,0.0,4360,22.190000534057617,23.520000457763672,5.993690363660634,6.705824767498769
2019-08-14,Q2 2019,DBX,0.0,5010,18.3700008392334,17.260000228881836,-6.042463579973816,14.908256880733939
2019-11-14,Q3 2019,DBX,0.0,4034,19.450000762939453,19.209999084472656,-1.2339417432008664,-19.4810379241517
2020-02-14,Q4 2019,DBX,0.0,3582,18.61000061035156,18.38999938964844,-1.1821666495849137,-11.20475954387704
2020-05-15,Q1 2020,DBX,0.0,3620,21.5,21.59000015258789,0.4186053608739098,1.06085985482971
2020-08-14,Q2 2020,DBX,0.0,4354,19.6299991607666,19.920000076293945,1.4773353434826049,20.27624309392264
2020-11-16,Q3 2020,DBX,0.0,3852,19.059999465942383,18.549999237060547,-2.675762031332355,-11.529627928341757
2021-02-16,Q4 2020,DBX,0.0,4438,24.51000022888184,24.100000381469727,-1.6727859795324609,15.212876427829691
2021-05-17,Q1 2021,DBX,0.0,5332,25.3799991607666,26.25,3.427899401109043,20.14420910319963
2021-08-16,Q2 2021,DBX,0.0,6062,32.130001068115234,30.93000030517578,-3.734829514619266,13.690922730682665
2021-11-15,Q3 2021,DBX,0.0,5844,26.989999771118164,26.100000381469727,-3.297515365675625,-3.596172880237547
2022-02-14,Q4 2021,DBX,0.0,4908,24.63999938964844,24.989999771118164,1.420456128812917,-16.016427104722798
2020-11-16,Q3 2020,DCT,0.0,15901,,,,
2021-02-16,Q4 2020,DCT,0.0,15155,,,,-4.691528834664482
2021-05-17,Q1 2021,DCT,0.0,15799,,,,4.249422632794464
2021-08-16,Q2 2021,DCT,0.0,15229,,,,-3.607823279954425
2021-11-15,Q3 2021,DCT,0.0,15484,,,,1.6744369295423223
2022-02-14,Q4 2021,DCT,0.0,10539,,,,-31.93619219839835
2014-02-14,Q4 2013,DDD,0.9,72253,70.66999816894531,77.13999938964844,9.155230491496251,
2014-05-15,Q1 2014,DDD,1.0,76114,49.31999969482422,48.369998931884766,-1.9261978280976124,5.34372275199646
2014-08-14,Q2 2014,DDD,1.7,131560,49.560001373291016,48.93000030517578,-1.2711885606499518,72.84599416664477
2014-11-14,Q3 2014,DDD,1.2,87476,33.38999938964844,35.33000183105469,5.810130209249687,-33.50866524779569
2015-02-17,Q4 2014,DDD,0.8,66939,32.810001373291016,30.40999984741211,-7.314847380142531,-23.477296629932788
2015-05-15,Q1 2015,DDD,0.2,19194,22.01000022888184,22.790000915527344,3.5438467902511865,-71.32613274772555
2021-08-16,Q2 2021,DDL,0.1,40215,18.3799991607666,19.520000457763672,6.202401246189843,
2021-11-15,Q3 2021,DDL,0.0,24854,29.549999237060547,26.270000457763672,-11.09982695086915,-38.197190103195325
2022-02-14,Q4 2021,DDL,0.0,16979,6.510000228881836,7.300000190734863,12.135175638676108,-31.68504063732196
2022-05-16,Q1 2022,DDL,0.2,43101,4.75,5.070000171661377,6.736845719186883,153.8488721361682
2022-08-15,Q2 2022,DDL,0.0,656,4.53000020980835,4.420000076293945,-2.4282589055124584,-98.47799355003363
2022-11-14,Q3 2022,DDL,0.0,422,3.509999990463257,4.349999904632568,23.931621551327886,-35.670731707317074
2023-02-14,Q4 2022,DDL,0.0,506,4.889999866485596,6.199999809265137,26.78936561446223,19.905213270142184
2023-05-15,Q1 2023,DDL,0.0,457,3.319999933242798,3.309999942779541,-0.3012045380823059,-9.683794466403162
2023-08-14,Q2 2023,DDL,0.0,366,2.3499999046325684,2.3399999141693115,-0.4255315263436307,-19.912472647702405
2023-11-14,Q3 2023,DDL,0.0,231,1.9900000095367432,2.049999952316284,3.015072487035241,-36.885245901639344
2024-02-14,Q4 2023,DDL,0.0,177,1.2599999904632568,1.2100000381469729,-3.968250213867144,-23.376623376623375
2024-05-15,Q1 2024,DDL,0.0,144,1.7999999523162842,1.899999976158142,5.555557027275219,-18.644067796610166
2024-08-14,Q2 2024,DDL,0.0,235,2.0799999237060547,2.0299999713897705,-2.4038439495322868,63.19444444444444
2024-11-14,Q3 2024,DDL,0.0,420,4.25,3.990000009536743,-6.117646834429573,78.72340425531914
2025-02-14,Q4 2024,DDL,0.0,388,3.380000114440918,3.5299999713897705,4.437865439944337,-7.619047619047614
2019-11-14,Q3 2019,DDOG,0.1,15260,40.18999862670898,40.630001068115234,1.0948058134887282,
2020-02-14,Q4 2019,DDOG,0.1,17001,48.5,47.08000183105469,-2.927831276175902,11.408912188728703
2020-05-15,Q1 2020,DDOG,0.8,132427,65.19000244140625,67.41000366210938,3.4054320257135986,678.936533145109
2020-08-14,Q2 2020,DDOG,1.6,413621,82.41999816894531,83.44999694824219,1.2496952222512472,212.3388734925657
2020-11-16,Q3 2020,DDOG,1.4,485975,85.81999969482422,88.08999633789062,2.6450671768101968,17.492825557696534
2021-02-16,Q4 2020,DDOG,1.2,468279,112.86000061035156,103.08000183105467,-8.665602273973274,-3.6413395750810262
2021-05-17,Q1 2021,DDOG,0.9,396448,82.51000213623047,83.11000061035156,0.7271827155336262,-15.339359655248263
2021-08-16,Q2 2021,DDOG,1.0,519613,135.49000549316406,133.0,-1.837777985247548,31.06712607958673
2021-11-15,Q3 2021,DDOG,1.4,740736,193.02999877929688,193.25999450683597,0.1191502507348771,42.555324828285656
2022-02-14,Q4 2021,DDOG,2.1,944470,167.39999389648438,168.99000549316406,0.949827750688514,27.50426602730258
2022-05-16,Q1 2022,DDOG,1.3,337955,108.86000061035156,95.0500030517578,-12.686016425835431,-64.21749764418139
2022-08-15,Q2 2022,DDOG,1.4,172792,115.72000122070312,113.54000091552734,-1.8838578311264,-48.871299433356505
2022-11-14,Q3 2022,DDOG,4.7,512707,82.3499984741211,86.0999984741211,4.553734146307795,196.71917681374137
2023-02-14,Q4 2022,DDOG,0.9,71001,82.23999786376953,88.72000122070312,7.879381718452513,-86.15173968757985
2023-05-15,Q1 2023,DDOG,1.7,191987,87.25,88.06999969482422,0.9398277304575572,170.4004168955367
2023-08-14,Q2 2023,DDOG,0.8,96353,89.44000244140625,88.5199966430664,-1.0286289951105,-49.8127477381281
2023-11-14,Q3 2023,DDOG,0.7,89213,104.25,109.44000244140624,4.978419608063549,-7.410251886293107
2024-02-14,Q4 2023,DDOG,0.8,118879,131.67999267578125,131.83999633789062,0.1215094706933433,33.25300124421329
2024-05-15,Q1 2024,DDOG,0.7,121053,116.75,120.61000061035156,3.3062103728921306,1.8287502418425472
2024-08-14,Q2 2024,DDOG,0.6,127018,114.37000274658205,116.33000183105467,1.7137352779605763,4.9275936986278746
2024-11-14,Q3 2024,DDOG,0.5,112689,128.4499969482422,126.08999633789062,-1.837291293438103,-11.281078272370848
2025-02-14,Q4 2024,DDOG,0.5,139946,135.88999938964844,130.6300048828125,-3.8707738100384623,24.187808925449694
2017-11-14,Q3 2017,DESP,6.6,966534,28.299999237060547,28.290000915527344,-0.0353297590203102,
2018-02-14,Q4 2017,DESP,6.6,830011,27.90999984741211,28.399999618530277,1.7556423281872506,-14.125007501029451
2018-05-15,Q1 2018,DESP,6.3,943880,24.899999618530277,24.700000762939453,-0.803208267690027,13.718974808767603
2018-08-14,Q2 2018,DESP,3.3,633381,19.84000015258789,19.56999969482422,-1.3608893935842714,-32.89602491842183
2018-11-14,Q3 2018,DESP,1.9,408232,16.1299991607666,15.850000381469728,-1.735888368661066,-35.547166713242106
2019-02-14,Q4 2018,DESP,1.0,152295,17.360000610351562,17.5,0.8064480686997069,-62.69400732916577
2019-05-15,Q1 2019,DESP,1.0,181333,13.8100004196167,13.84000015258789,0.2172319482957992,19.066942447224132
2019-08-14,Q2 2019,DESP,0.7,128573,11.920000076293944,10.489999771118164,-11.996646778716997,-29.09564171992963
2019-11-14,Q3 2019,DESP,0.6,104784,11.050000190734863,11.220000267028809,1.5384622023489731,-18.502329415973804
2020-02-14,Q4 2019,DESP,0.7,124778,14.15999984741211,14.75,4.1666677891646975,19.081157428615047
2020-05-15,Q1 2020,DESP,0.3,52485,5.079999923706055,5.989999771118164,17.91338309210504,-57.93729663883056
2020-08-14,Q2 2020,DESP,0.3,66462,8.989999771118164,8.550000190734863,-4.894322487046896,26.630465847384976
2020-11-16,Q3 2020,DESP,0.2,58872,9.15999984741211,10.399999618530272,13.537115630722308,-11.420059582919562
2021-02-16,Q4 2020,DESP,0.3,118576,12.130000114440918,13.529999732971191,11.541629062835344,101.41323549395298
2021-05-17,Q1 2021,DESP,0.2,105267,13.029999732971191,12.619999885559082,-3.1465836977313457,-11.22402509782755
2021-08-16,Q2 2021,DESP,0.1,42287,12.649999618530272,11.550000190734863,-8.695647912780036,-59.82881624820694
2021-11-15,Q3 2021,DESP,0.0,14407,11.649999618530272,11.130000114440918,-4.463515202715148,-65.9304277910469
2014-02-14,Q4 2013,DG,5.9,476146,49.169071197509766,51.024662017822266,3.773898459173007,
2014-05-15,Q1 2014,DG,5.9,437940,49.45928192138672,48.92283248901367,-1.0846284287461123,-8.024009442481928
2014-08-14,Q2 2014,DG,5.7,452781,50.136451721191406,50.53217315673828,0.7892888745846639,3.3888203863542854
2021-11-15,Q3 2021,DH,0.0,25698,41.900001525878906,39.58000183105469,-5.536991910110805,
2022-02-14,Q4 2021,DH,0.0,16398,23.57999992370605,24.920000076293945,5.6827826841539855,-36.189586738267565
2021-08-16,Q2 2021,DIDI,0.1,28280,,,,
2021-11-15,Q3 2021,DIDI,0.0,15580,,,,-44.90806223479491
2022-02-14,Q4 2021,DIDI,0.0,9960,,,,-36.071887034659824
2014-02-14,Q4 2013,DLIAQ,0.0,2991,,,,
2014-05-15,Q1 2014,DLIAQ,0.0,2856,,,,-4.513540621865597
2014-08-14,Q2 2014,DLIAQ,0.0,2619,,,,-8.298319327731097
2014-11-14,Q3 2014,DLIAQ,0.0,910,,,,-65.25391370752196
2021-08-16,Q2 2021,DLO,0.3,136683,47.86894989013672,46.24821090698242,-3.3857834501781,
2021-11-15,Q3 2021,DLO,0.3,141965,44.408199310302734,44.8086166381836,0.901674317129905,3.864416203917087
2022-02-14,Q4 2021,DLO,0.3,140224,30.98468017578125,32.43381118774414,4.676927448473662,-1.2263586095164314
2022-05-16,Q1 2022,DLO,0.3,73310,19.80159568786621,18.35246467590332,-7.3182537145270175,-47.7193633044272
2022-08-15,Q2 2022,DLO,0.4,48554,28.572641372680664,28.658445358276367,0.3003012023863619,-33.7689264766062
2022-11-14,Q3 2022,DLO,0.8,88087,21.8227481842041,20.23061180114746,-7.295764812101312,81.4206862462413
2023-02-14,Q4 2022,DLO,1.4,111223,15.578144073486328,16.092966079711914,3.304771119056487,26.2649426135525
2023-05-15,Q1 2023,DLO,0.9,100045,13.26144313812256,13.919272422790527,4.960465296396833,-10.050079569873137
2023-08-14,Q2 2023,DLO,0.1,6944,12.08879280090332,14.77730941772461,22.23974437398243,-93.0591233944725
2021-11-15,Q3 2021,DNA,0.1,28106,516.0,560.0,8.527131782945736,
2022-02-14,Q4 2021,DNA,0.0,20152,217.6000061035156,222.0,2.0220559618878093,-28.300007115918312
2021-11-15,Q3 2021,DNA/WS,0.0,1644,,,,
2022-02-14,Q4 2021,DNA/WS,0.0,1086,,,,-33.941605839416056
2021-05-17,Q1 2021,DOCN,0.2,71621,37.22999954223633,37.02999877929688,-0.5372032377076938,
2021-08-16,Q2 2021,DOCN,0.2,94503,53.470001220703125,51.13999938964844,-4.35758701675984,31.94873012105388
2021-11-15,Q3 2021,DOCN,0.3,131971,124.02999877929688,130.25999450683594,5.0229749164352775,39.647418600467724
2022-02-14,Q4 2021,DOCN,0.3,136561,59.18000030517578,62.91999816894531,6.319698959924535,3.47803684142729
2021-08-16,Q2 2021,DOCS,0.1,43650,76.01000213623047,75.87000274658203,-0.1841854831124998,
2021-11-15,Q3 2021,DOCS,0.1,60525,73.4800033569336,67.80000305175781,-7.729994618515236,38.65979381443299
2022-02-14,Q4 2021,DOCS,0.1,37598,56.36000061035156,56.93999862670898,1.0290951207883672,-37.880214787277986
2018-08-14,Q2 2018,DOCU,0.1,15885,56.13999938964844,56.150001525878906,0.0178164167068249,
2018-11-14,Q3 2018,DOCU,0.1,15771,42.59000015258789,40.369998931884766,-5.21249404261444,-0.7176581680831018
2019-02-14,Q4 2018,DOCU,0.1,12024,53.650001525878906,53.630001068115234,-0.0372795101488009,-23.758797793418296
2019-05-15,Q1 2019,DOCU,0.1,15552,52.540000915527344,54.7400016784668,4.187287256573455,29.34131736526946
2019-08-14,Q2 2019,DOCU,0.1,14913,45.619998931884766,44.130001068115234,-3.2661067484772355,-4.1087962962962905
2019-11-14,Q3 2019,DOCU,0.1,18576,67.81999969482422,67.77999877929688,-0.0589810022225589,24.562462281231134
2020-02-14,Q4 2019,DOCU,0.1,22233,88.02999877929688,90.76000213623048,3.1012193511192496,19.686692506459956
2020-05-15,Q1 2020,DOCU,0.2,27720,122.01000213623048,122.91999816894533,0.745837240211492,24.679530427742534
2020-08-14,Q2 2020,DOCU,0.2,51663,199.3800048828125,207.6999969482422,4.172932020098927,86.37445887445887
2020-11-16,Q3 2020,DOCU,0.2,64572,205.6999969482422,211.91000366210935,3.018962958677017,24.986934556645956
2021-02-16,Q4 2020,DOCU,1.0,394138,263.29998779296875,254.97999572753903,-3.1598907904134235,510.38530632472276
2021-05-17,Q1 2021,DOCU,2.4,1042820,187.0800018310547,188.91000366210935,0.9781921173527128,164.5824558910838
2021-08-16,Q2 2021,DOCU,3.8,2035270,295.9700012207031,285.5799865722656,-3.510495862953937,95.16982796647552
2021-11-15,Q3 2021,DOCU,3.6,1881350,264.6600036621094,267.739990234375,1.163752183801008,-7.562632967616089
2022-02-14,Q4 2021,DOCU,2.3,1055124,122.4800033569336,125.56999969482422,2.522857816133216,-43.916655593058174
2022-05-16,Q1 2022,DOCU,1.4,363458,79.16999816894531,75.25,-4.951368270313974,-65.55305347997013
2014-08-14,Q2 2014,DOOR,0.2,16315,,,,
2014-11-14,Q3 2014,DOOR,0.7,53996,,,,230.959239963224
2015-02-17,Q4 2014,DOOR,0.7,62997,,,,16.669753315060376
2015-05-15,Q1 2015,DOOR,0.8,68942,,,,9.43695731542773
2015-08-14,Q2 2015,DOOR,0.2,16493,,,,-76.07699225435873
2017-02-14,Q4 2016,DPZ,1.2,97501,168.3072052001953,170.26683044433594,1.1643145293807962,
2017-05-15,Q1 2017,DPZ,5.4,534567,179.2611083984375,180.1332244873047,0.4865060227836844,448.26822289002166
2017-08-14,Q2 2017,DPZ,3.7,423060,177.43960571289062,173.1246337890625,-2.431797515831975,-20.859312303228595
2017-11-14,Q3 2017,DPZ,3.1,462224,159.58447265625,162.10232543945312,1.5777554929336135,9.257315747175344
2018-02-14,Q4 2017,DPZ,3.1,392168,192.3272247314453,201.2963409423828,4.663466767880345,-15.156287860431306
2018-05-15,Q1 2018,DPZ,3.3,491807,228.1476287841797,229.2598419189453,0.4874971266160924,25.407223434854444
2018-08-14,Q2 2018,DPZ,3.1,594165,268.042724609375,263.9468078613281,-1.5280835374345456,20.812635851055393
2018-11-14,Q3 2018,DPZ,2.9,620760,246.32937622070312,241.5928192138672,-1.922855113550134,4.47602938577667
2019-02-14,Q4 2018,DPZ,3.1,464287,269.33990478515625,262.6717529296875,-2.475738550805429,-25.20668213158064
2019-05-15,Q1 2019,DPZ,1.7,316134,255.1499786376953,259.8067932128906,1.825128342184907,-31.909788557508612
2014-11-14,Q3 2014,DSKY,0.0,1701,,,,
2015-02-17,Q4 2014,DSKY,0.0,1708,,,,0.4115226337448652
2015-05-15,Q1 2015,DSKY,0.0,709,,,,-58.48946135831381
2015-08-14,Q2 2015,DSKY,0.0,1253,,,,76.72778561354019
2015-11-16,Q3 2015,DSKY,0.0,1010,,,,-19.393455706304863
2016-02-16,Q4 2015,DSKY,0.0,1339,,,,32.57425742574258
2019-11-14,Q3 2019,DT,0.0,9335,21.32999992370605,21.450000762939453,0.56259184089368,
2020-02-14,Q4 2019,DT,0.1,12650,35.97999954223633,35.13999938964844,-2.334630803988278,35.51151580074987
2020-05-15,Q1 2020,DT,0.1,11920,33.0,34.88999938964844,5.727270877722538,-5.770750988142293
2020-08-14,Q2 2020,DT,0.1,20300,37.52999877929688,38.29999923706055,2.05169326621038,70.30201342281879
2020-11-16,Q3 2020,DT,0.1,20510,35.189998626708984,36.16999816894531,2.7848808766150808,1.0344827586206806
2021-02-16,Q4 2020,DT,0.1,21635,53.52999877929688,52.5,-1.924152443088108,5.485129205265715
2021-05-17,Q1 2021,DT,0.1,24120,46.68000030517578,48.09999847412109,3.041984060972395,11.48601802634619
2021-08-16,Q2 2021,DT,0.1,29210,63.650001525878906,62.02000045776367,-2.5608814281842656,21.102819237147585
2021-11-15,Q3 2021,DT,0.1,35485,74.16000366210938,70.36000061035156,-5.124059956997212,21.482369051694626
2022-02-14,Q4 2021,DT,0.1,30175,43.20000076293945,44.27999877929688,2.499995364083266,-14.96406932506693
2021-11-15,Q3 2021,DUOL,0.0,24954,155.02000427246094,138.92999267578125,-10.379313090715772,
2022-02-14,Q4 2021,DUOL,0.0,15917,94.0,101.66999816894533,8.159572520154587,-36.214634928268005
2021-08-16,Q2 2021,DV,1.1,586091,33.060001373291016,31.729999542236328,-4.022993877214985,
2021-11-15,Q3 2021,DV,0.9,472860,34.81999969482422,33.13999938964844,-4.824814244399614,-19.319696088150128
2022-02-14,Q4 2021,DV,0.6,285926,27.059999465942383,29.100000381469727,7.538806192863682,-39.53263122277206
2022-05-16,Q1 2022,DV,0.6,161591,22.09000015258789,21.850000381469727,-1.0864634199201106,-43.48502759455244
2022-08-15,Q2 2022,DV,0.5,63361,27.32999992370605,27.350000381469727,0.0731813312093113,-60.78927663050542
2022-11-14,Q3 2022,DV,0.2,26188,26.440000534057617,26.489999771118164,0.1891045236407706,-58.66858161960828
2024-02-14,Q4 2023,DXCM,1.0,143051,117.02999877929688,117.69000244140624,0.563961094585718,
2024-05-15,Q1 2024,DXCM,0.9,159894,125.97000122070312,131.91000366210938,4.7154103229698245,11.774122515746122
2024-08-14,Q2 2024,DXCM,0.6,130705,71.0199966430664,72.36000061035156,1.8867981281663144,-18.25521908264225
2019-11-14,Q3 2019,DY8A.F,0.0,3276,,,,
2020-02-14,Q4 2019,DY8A.F,0.0,3388,,,,3.418803418803429
2020-05-15,Q1 2020,DY8A.F,0.0,2564,,,,-24.321133412042506
2020-08-14,Q2 2020,DY8A.F,0.0,4616,,,,80.03120124804992
2020-11-16,Q3 2020,DY8A.F,0.0,5284,,,,14.471403812824946
2021-02-16,Q4 2020,DY8A.F,0.0,4424,,,,-16.275548826646478
2021-05-17,Q1 2021,DY8A.F,0.0,4164,,,,-5.877034358047018
2021-08-16,Q2 2021,DY8A.F,0.0,2736,,,,-34.293948126801155
2021-11-15,Q3 2021,DY8A.F,0.0,1316,,,,-51.900584795321635
2022-02-14,Q4 2021,DY8A.F,0.0,1056,,,,-19.756838905775076
2018-11-14,Q3 2018,EB,2.6,545411,28.950000762939453,29.0,0.172708931754343,
2019-02-14,Q4 2018,EB,2.7,399470,30.850000381469727,30.8799991607666,0.0972407744762751,-26.757986179229974
2019-05-15,Q1 2019,EB,1.5,269612,17.940000534057617,18.149999618530277,1.1705634237523586,-32.50757253360703
2019-08-14,Q2 2019,EB,0.7,135228,17.200000762939453,17.899999618530273,4.069760607796575,-49.843478776909045
2021-08-16,Q2 2021,EDR,0.0,11084,,,,
2021-11-15,Q3 2021,EDR,0.0,11468,,,,3.4644532659689586
2022-02-14,Q4 2021,EDR,0.0,13956,,,,21.695151726543415
2017-02-14,Q4 2016,EDU,0.8,66224,50.50422286987305,48.80072784423828,-3.37297542430049,
2017-05-15,Q1 2017,EDU,1.5,146804,70.49321746826172,74.65841674804688,5.908652533359626,121.67794153177094
2017-08-14,Q2 2017,EDU,1.4,158716,77.031494140625,79.81813049316406,3.617528627254604,8.114220320972176
2017-11-14,Q3 2017,EDU,1.3,198728,83.74519348144531,84.14124298095703,0.4729220663863747,25.209808714937367
2018-02-14,Q4 2017,EDU,2.1,269781,84.83433532714844,91.76524353027344,8.169932818353786,35.75389477074191
2018-05-15,Q1 2018,EDU,1.7,251556,92.5969467163086,92.28010559082033,-0.3421723250324816,-6.7554794444382615
2018-08-14,Q2 2018,EDU,1.4,271675,84.40857696533203,81.32927703857422,-3.648088899807576,7.997821558619145
2018-11-14,Q3 2018,EDU,1.1,225805,57.68497085571289,58.239444732666016,0.9612102922614412,-16.88414465813932
2019-02-14,Q4 2018,EDU,0.9,129001,77.96282958984375,76.7647705078125,-1.5367054894417551,-42.87061845397577
2019-05-15,Q1 2019,EDU,1.2,212036,83.20061492919922,85.0224609375,2.1897025759378197,64.3677180797048
2019-08-14,Q2 2019,EDU,1.2,227311,104.61713409423828,101.98338317871094,-2.5175139219115694,7.203965364372089
2019-11-14,Q3 2019,EDU,1.4,260685,121.23151397705078,120.27108764648438,-0.7922249743975115,14.682087536458855
2020-02-14,Q4 2019,EDU,1.0,174702,137.47955322265625,137.59835815429688,0.0864164371033512,-32.98348581621497
2020-05-15,Q1 2020,EDU,1.4,231796,118.73638153076172,121.47904205322266,2.3098737616072467,32.68079357992466
2020-08-14,Q2 2020,EDU,1.1,278888,139.81625366210938,139.5192108154297,-0.212452300000502,20.31614005418558
2020-11-16,Q3 2020,EDU,0.9,320154,171.66873168945312,177.44119262695312,3.3625581552861465,14.796620865723863
2021-02-16,Q4 2020,EDU,0.9,342541,193.93675231933597,193.45159912109372,-0.2501605252434747,6.992572324568802
2021-05-17,Q1 2021,EDU,0.6,258090,120.7958526611328,117.72645568847656,-2.5409787712387724,-24.65427496270519
2021-08-16,Q2 2021,EDU,0.1,75491,19.50555992126465,18.31740379333496,-6.091371551115428,-70.75012592506489
2021-11-15,Q3 2021,EDU,0.0,18896,21.782859802246094,21.28779411315918,-2.2727304567964324,-74.96920162668397
2022-02-14,Q4 2021,EDU,0.0,19357,15.049975395202637,16.238130569458008,7.894731672678415,2.439669771380193
2019-05-15,Q1 2019,EGHT,0.5,95546,23.729999542236328,23.3799991607666,-1.4749278896814606,
2019-08-14,Q2 2019,EGHT,0.6,113993,25.25,24.799999237060547,-1.782181239364171,19.3069306930693
2019-11-14,Q3 2019,EGHT,0.5,98006,20.06999969482422,20.690000534057617,3.089192071055628,-14.024545366820773
2020-02-14,Q4 2019,EGHT,0.5,90585,20.63999938964844,20.09000015258789,-2.664725064557839,-7.571985388649671
2020-05-15,Q1 2020,EGHT,0.4,68607,14.279999732971191,16.170000076293945,13.23529676936141,-24.26229508196721
2020-08-14,Q2 2020,EGHT,0.3,79200,16.200000762939453,16.229999542236328,0.1851776412597637,15.44011544011543
2020-11-16,Q3 2020,EGHT,0.2,76973,18.709999084472656,19.450000762939453,3.955113386835603,-2.8118686868686904
2021-02-16,Q4 2020,EGHT,0.8,310230,35.900001525878906,35.529998779296875,-1.0306482753637511,303.037428708768
2021-05-17,Q1 2021,EGHT,0.7,291960,24.489999771118164,24.399999618530277,-0.3674975640221551,-5.889178996228606
2021-08-16,Q2 2021,EGHT,0.5,249840,24.459999084472656,23.8799991607666,-2.3712180924579096,-14.426633785450061
2021-11-15,Q3 2021,EGHT,0.4,210510,22.3799991607666,22.76000022888184,1.697949429691658,-15.742074927953887
2022-02-14,Q4 2021,EGHT,0.3,150840,14.4399995803833,14.989999771118164,3.808865697489611,-28.345446772124838
2022-05-16,Q1 2022,EGHT,0.4,113310,8.279999732971191,8.0600004196167,-2.6569966237854907,-24.880668257756568
2022-08-15,Q2 2022,EGHT,0.2,20600,5.340000152587891,5.429999828338623,1.6853871381841898,-81.81978642661724
2022-11-14,Q3 2022,EGHT,0.1,7476,4.75,4.449999809265137,-6.315793489155016,-63.70873786407767
2015-08-14,Q2 2015,EHIC,0.0,4820,,,,
2015-11-16,Q3 2015,EHIC,0.0,3863,,,,-19.854771784232362
2016-02-16,Q4 2015,EHIC,0.5,59192,,,,1432.2806109241521
2016-05-16,Q1 2016,EHIC,1.5,104102,,,,75.87173942424653
2016-08-15,Q2 2016,EHIC,1.7,84265,,,,-19.055349561007475
2016-11-14,Q3 2016,EHIC,1.2,85432,,,,1.3849166320536455
2017-02-14,Q4 2016,EHIC,0.9,75514,,,,-11.609233074257885
2017-05-15,Q1 2017,EHIC,0.8,84265,,,,11.588579601133574
2017-08-14,Q2 2017,EHIC,0.7,83182,,,,-1.2852311161217544
2017-11-14,Q3 2017,EHIC,0.6,81682,,,,-1.803274746940442
2018-02-14,Q4 2017,EHIC,0.8,96434,,,,18.060282559192963
2018-05-15,Q1 2018,EHIC,0.4,61906,,,,-35.80479913723376
2014-08-14,Q2 2014,EIGI,0.1,10703,,,,
2017-05-15,Q1 2017,ELF,0.1,12240,27.030000686645508,25.190000534057617,-6.807251593955617,
2022-02-14,Q4 2021,EMBK,0.4,202186,,,,
2022-05-16,Q1 2022,EMBK,0.5,125418,,,,-37.96899884264984
2022-08-15,Q2 2022,EMBK,0.0,5011,,,,-96.00456074885582
2022-11-14,Q3 2022,EMBK,0.0,3684,,,,-26.481740171622427
2015-11-16,Q3 2015,ESGC,0.4,32628,,,,
2019-02-14,Q4 2018,ESTC,0.4,52752,88.37000274658203,90.8000030517578,2.7498022288674973,
2019-05-15,Q1 2019,ESTC,0.3,58944,84.86000061035156,84.41999816894531,-0.5185039338222402,11.737943585077337
2019-08-14,Q2 2019,ESTC,0.3,55099,86.41000366210938,83.88999938964844,-2.9163339493827087,-6.523140608034749
2019-11-14,Q3 2019,ESTC,0.3,60767,73.87000274658203,74.25,0.5144134821838101,10.286938056952021
2020-02-14,Q4 2019,ESTC,1.4,258476,72.13999938964844,73.19999694824219,1.4693617515414783,325.35586749387005
2020-05-15,Q1 2020,ESTC,1.4,224347,69.83999633789062,71.5,2.3768667656827542,-13.203933827512026
2020-08-14,Q2 2020,ESTC,1.4,370670,89.66000366210938,92.6500015258789,3.3348179139469685,65.22173240560383
2020-11-16,Q3 2020,ESTC,1.2,433701,102.27999877929688,103.48999786376952,1.1830261037484286,17.004613267866286
2021-02-16,Q4 2020,ESTC,1.5,587420,166.89999389648438,160.25,-3.98441829818692,35.44354290167651
2021-05-17,Q1 2021,ESTC,1.0,447007,109.62999725341795,108.9499969482422,-0.6202684686782483,-23.903340029280585
2021-08-16,Q2 2021,ESTC,1.1,585932,153.92999267578125,148.63999938964844,-3.436622840147201,31.078931649839923
2021-11-15,Q3 2021,ESTC,1.2,598916,182.67999267578125,186.77999877929688,2.244365156501992,2.215956800447838
2022-02-14,Q4 2021,ESTC,1.1,494802,91.01000213623048,92.87999725341795,2.0547138482519247,-17.383739956855383
